pipeline_code_name,dataset_code_name,file_name,scheduler_start_date,scheduler_end_date,import_rec_count,valid_rec_count,Error_rec_count,dataset_moved_count,scheduler_status,errorlog_exception,import_by,scheduler_gid
"PIPE_0491 - ReceiptReport-Aragonda-NI 24-25 Q4","DS399 - ReceiptReport-Aragonda-NI","2. All Receipt Report with Identifer Tracker _Aragonda - Apr-May25PG.xlsx","2025-07-24 17:24:35","0001-01-01 00:00:00",0,0,0,0,Failed,"There isn't a worksheet named 'Sheet1'.",System,8490
"PIPE_0491 - ReceiptReport-Aragonda-NI 24-25 Q4","DS399 - ReceiptReport-Aragonda-NI","2. All Receipt Report with Identifer Tracker _Aragonda - Apr-May25PG.xlsx","2025-07-24 17:32:48","2025-07-24 17:32:51",0,0,0,0,Completed,NULL,System,8491
"PIPE_0491 - ReceiptReport-Aragonda-NI 24-25 Q4","DS399 - ReceiptReport-Aragonda-NI","2. All Receipt Report with Identifer Tracker _ Aragonda - Jun25.xlsx","2025-07-24 17:33:07","2025-07-24 17:33:08",0,0,0,0,Completed,NULL,System,8492
"PIPE_0491 - ReceiptReport-Aragonda-NI 24-25 Q4","DS399 - ReceiptReport-Aragonda-NI","2. All Receipt Report with Identifer Tracker _AGD - Apr-May25PG.xlsx","2025-07-24 19:38:47","2025-07-24 19:38:49",0,0,0,0,Completed,NULL,System,8509
"PIPE_0491 - ReceiptReport-Aragonda-NI 24-25 Q4","DS399 - ReceiptReport-Aragonda-NI","2. All Receipt Report with Identifer Tracker _ AGD - Jun25.xlsx","2025-07-24 19:39:00","2025-07-24 19:39:01",0,0,0,0,Completed,NULL,System,8510
"PIPE_0490 - ReceiptReport-Tondiarpet-NI 24-25 Q4","DS397 - ReceiptReport-Tondiarpet-NI","2. All Receipt Report with Identifer Tracker _Tondiarpet-Apr-May25 Q1-25.xlsx","2025-07-28 17:31:39","2025-07-28 17:31:41",0,0,0,0,Completed,NULL,System,8667
"PIPE_0490 - ReceiptReport-Tondiarpet-NI 24-25 Q4","DS397 - ReceiptReport-Tondiarpet-NI","2. All Receipt Report with Identifer Tracker _Tondiarpet-Jun25 Q1-25.xlsx","2025-07-28 17:31:47","2025-07-28 17:31:48",0,0,0,0,Completed,NULL,System,8668
"PIPE_0489 - ReceiptReport-First Med-NI 24-25 Q4","DS395 - ReceiptReport-First Med-NI","2. All Receipt Report with Identifer Tracker _FirstMed - Apr-May 25 Q1.xlsx","2025-07-31 10:59:08","2025-07-31 10:59:16",0,0,0,0,Completed,NULL,System,8806
"PIPE_0489 - ReceiptReport-First Med-NI 24-25 Q4","DS395 - ReceiptReport-First Med-NI","2. All Receipt Report with Identifer Tracker _FirstMed - Jun25 Q1.xlsx","2025-07-31 10:59:32","2025-07-31 10:59:36",0,0,0,0,Completed,NULL,System,8807
"PIPE_0488 - ReceiptReport-Children-NI 24-25 Q4","DS393 - ReceiptReport-Children-NI","2. All Receipt Report with Identifer Tracker _Children - Apr-May25 Q1-25.xlsx","2025-07-30 17:28:22","2025-07-30 17:28:32",0,0,0,0,Completed,NULL,System,8785
"PIPE_0488 - ReceiptReport-Children-NI 24-25 Q4","DS393 - ReceiptReport-Children-NI","2. All Receipt Report with Identifer Tracker _Children -Jun25 Q1-25.xlsx","2025-07-30 17:28:43","2025-07-30 17:28:48",0,0,0,0,Completed,NULL,System,8786
"PIPE_0487 - ReceiptReport-Vanagaram-NI 24-25 Q4","DS391 - ReceiptReport-Vanagaram-NI","2. All Receipt Report with Identifer Tracker _Vanagaram-Apr-May25.xlsx","2025-08-01 11:08:47","2025-08-01 11:09:12",0,0,0,0,Completed,NULL,System,8860
"PIPE_0487 - ReceiptReport-Vanagaram-NI 24-25 Q4","DS391 - ReceiptReport-Vanagaram-NI","2. All Receipt Report with Identifer Tracker _Vanagaram-Jun25.xlsx","2025-08-01 11:09:21","2025-08-01 11:09:33",0,0,0,0,Completed,NULL,System,8861
"PIPE_0486 - ReceiptReport-OMR-NI 24-25 Q4","DS389 - ReceiptReport-OMR-NI","2. All Receipt Report with Identifer Tracker _OMR - Apr-May 25  Q1-25.xlsx","2025-08-01 13:12:04","0001-01-01 00:00:00",0,0,0,0,Failed,"There isn't a worksheet named 'Sheet1'.",System,8887
"PIPE_0486 - ReceiptReport-OMR-NI 24-25 Q4","DS389 - ReceiptReport-OMR-NI","2. All Receipt Report with Identifer Tracker _ JayaNagar - June 25 Q1-25.xlsx","2025-08-01 13:11:08","2025-08-01 13:11:12",0,0,0,0,Completed,NULL,System,8885
"PIPE_0486 - ReceiptReport-OMR-NI 24-25 Q4","DS389 - ReceiptReport-OMR-NI","2. All Receipt Report with Identifer Tracker_ JayaNagar - Apr - May 25 Q1-25.xlsx","2025-08-01 13:11:21","2025-08-01 13:11:29",0,0,0,0,Completed,NULL,System,8886
"PIPE_0486 - ReceiptReport-OMR-NI 24-25 Q4","DS389 - ReceiptReport-OMR-NI","2. All Receipt Report with Identifer Tracker _OMR - Apr-May 25  Q1-25.xlsx","2025-08-01 13:14:22","2025-08-01 13:14:44",0,0,0,0,Completed,NULL,System,8888
"PIPE_0486 - ReceiptReport-OMR-NI 24-25 Q4","DS389 - ReceiptReport-OMR-NI","2. All Receipt Report with Identifer Tracker _OMR - Jun 25  Q1-25.xlsx","2025-08-01 13:14:57","2025-08-01 13:15:07",0,0,0,0,Completed,NULL,System,8889
"PIPE_0447 - PDLedger-Secunderabad-NI","DS489 - PDLedger-Secunderabad-NI","1. Apollo Account Analysis Report_output1 (PD IP) Secundrabad Q1-25.xlsx","2025-07-23 19:08:37","2025-07-23 19:08:38",0,0,0,0,Completed,NULL,System,8405
"PIPE_0447 - PDLedger-Secunderabad-NI","DS489 - PDLedger-Secunderabad-NI","1.1. Apollo Account Analysis Report_output1 (PD OP) Secundrabad Q1-25.xlsx","2025-07-23 19:08:52","2025-07-23 19:08:57",0,0,0,0,Completed,NULL,System,8406
"PIPE_0447 - PDLedger-Secunderabad-NI","DS489 - PDLedger-Secunderabad-NI","1. Apollo Account Analysis Report_output1 (PD IP) SDB.xlsx","2025-08-05 10:53:17","2025-08-05 10:53:18",0,0,0,0,Completed,NULL,System,9011
"PIPE_0447 - PDLedger-Secunderabad-NI","DS489 - PDLedger-Secunderabad-NI","1.1. Apollo Account Analysis Report_output1 (PD OP) SDB.xlsx","2025-08-05 10:53:29","2025-08-05 10:53:36",0,0,0,0,Completed,NULL,System,9012
"PIPE_0443 - PDLedger-DRDO-NI","DS487 - PDLedger-DRDO-NI","1. Apollo Account Analysis Report_output1 (PD IP) DRDO Q1-25.xlsx","2025-07-23 19:20:50","2025-07-23 19:20:50",0,0,0,0,Completed,NULL,System,8423
"PIPE_0443 - PDLedger-DRDO-NI","DS487 - PDLedger-DRDO-NI","1.1. Apollo Account Analysis Report_output1 (PD OP) DRDO Q1-25.xlsx","2025-07-23 19:20:58","2025-07-23 19:21:04",0,0,0,0,Completed,NULL,System,8424
"PIPE_0443 - PDLedger-DRDO-NI","DS487 - PDLedger-DRDO-NI","1. Apollo Account Analysis Report_output1 (PD IP) DRDO Q1-25 -1.xlsx","2025-07-24 15:50:31","2025-07-24 15:50:32",0,0,0,0,Completed,NULL,System,8453
"PIPE_0443 - PDLedger-DRDO-NI","DS487 - PDLedger-DRDO-NI","1.1. Apollo Account Analysis Report_output1 (PD OP) DRDO Q1-25 - 1.xlsx","2025-07-24 15:50:38","2025-07-24 15:50:44",0,0,0,0,Completed,NULL,System,8454
"PIPE_0440 - PDLedger-Hyderguda-NI","DS485 - PDLedger-Hyderguda-NI","1. Apollo Account Analysis Report_output1 (PD IP) Hyderguda Q1-25.xlsx","2025-07-23 19:26:13","2025-07-23 19:26:14",0,0,0,0,Completed,NULL,System,8425
"PIPE_0440 - PDLedger-Hyderguda-NI","DS485 - PDLedger-Hyderguda-NI","1.1. Apollo Account Analysis Report_output1 (PD OP) Hyderguda Q1-25.xlsx","2025-07-23 19:26:22","2025-07-23 19:26:27",0,0,0,0,Completed,NULL,System,8426
"PIPE_0440 - PDLedger-Hyderguda-NI","DS485 - PDLedger-Hyderguda-NI","1. Apollo Account Analysis Report_output1 (PD IP) Hyderguda Q1-25 -1.xlsx","2025-07-25 16:20:50","2025-07-25 16:20:51",0,0,0,0,Completed,NULL,System,8575
"PIPE_0440 - PDLedger-Hyderguda-NI","DS485 - PDLedger-Hyderguda-NI","1.1. Apollo Account Analysis Report_output1 (PD OP) Hyderguda Q1-25 - 1.xlsx","2025-07-25 16:21:00","2025-07-25 16:21:05",0,0,0,0,Completed,NULL,System,8576
"PIPE_0438 - PDLedger-Nellore-NI","DS483 - PDLedger-Nellore-NI","1. Apollo Account Analysis Report_output1 (PD IP) Rourkela Q1-25.xlsx","2025-07-25 12:56:44","2025-07-25 12:56:44",0,0,0,0,Completed,NULL,System,8545
"PIPE_0438 - PDLedger-Nellore-NI","DS483 - PDLedger-Nellore-NI","1.1. Apollo Account Analysis Report_output1 (PD OP) Rourkela Q1-25.xlsx","2025-07-25 12:56:50","2025-07-25 12:56:56",0,0,0,0,Completed,NULL,System,8546
"PIPE_0438 - PDLedger-Nellore-NI","DS483 - PDLedger-Nellore-NI","1. Apollo Account Analysis Report_output1 (PD IP) Nellore Q1-25.xlsx","2025-07-25 14:39:25","2025-07-25 14:39:26",0,0,0,0,Completed,NULL,System,8547
"PIPE_0438 - PDLedger-Nellore-NI","DS483 - PDLedger-Nellore-NI","1.1. Apollo Account Analysis Report_output1 (PD OP) Nellore Q1-25.xlsx","2025-07-25 14:39:35","2025-07-25 14:39:50",0,0,0,0,Completed,NULL,System,8548
"PIPE_0436 - ClosingBalanceModification-NaviMumbai-NI	","DS480 - ClosingBalance-NaviMumbai-NI","Q4 _ Navi Mumbai _ Recon Feild Update _ 29-07-205-2.xlsx","2025-07-29 13:06:34","0001-01-01 00:00:00",0,0,0,0,Failed,"File Header Name Missmatch !",System,8714
"PIPE_0436 - ClosingBalanceModification-NaviMumbai-NI	","DS480 - ClosingBalance-NaviMumbai-NI","Q4 _ Navi Mumbai _ CB Addition_ 23-07-2025 - 2.xlsx","2025-07-24 11:18:38","2025-07-24 11:18:38",0,0,0,0,Completed,NULL,System,8446
"PIPE_0436 - ClosingBalanceModification-NaviMumbai-NI	","DS480 - ClosingBalance-NaviMumbai-NI","Q4 _ Navi Mumbai _ CB Addition_ 29-07-2025 - 1.xlsx","2025-07-29 13:06:51","2025-07-29 13:06:51",0,0,0,0,Completed,NULL,System,8715
"PIPE_0436 - ClosingBalanceModification-NaviMumbai-NI	","DS480 - ClosingBalance-NaviMumbai-NI","Navi Mumbai CB Deletion Q1 -25 290725.xlsx","2025-07-29 16:12:37","2025-07-29 16:12:38",0,0,0,0,Completed,NULL,System,8744
"PIPE_0423 - ClosingBalanceModification-Bhubaneshwar-NI","DS473 - ClosingBalance-Bhubaneshwar-NI","Bhubaneshwar_ Q1_ CB Modification_ 31-07-2025-1.xlsx","2025-07-31 12:24:56","2025-07-31 12:24:56",0,0,0,0,Completed,NULL,System,8822
"PIPE_0422 - UHIDDeposit-CB-Bhubaneshwar-NI","DS473 - ClosingBalance-Bhubaneshwar-NI","8. UHID CB Final _Bhubaneshwar.xlsx","2025-07-24 16:48:06","2025-07-24 16:48:06",0,0,0,0,Completed,NULL,System,8487
"PIPE_0419 - CancelledAdmission-Bhubaneshwar-NI","DS474 - CancelledAdmission-Bhubaneshwar-NI","5. Bhubaneshwar_Cancelled Admission _ Bhubaneswar Apr - June 25.xlsx","2025-07-24 16:47:08","2025-07-24 16:47:08",0,0,0,0,Completed,NULL,System,8484
"PIPE_0418 - CancelledBillSummary-Bhubaneshwar-NI","DS472 - CancelledBillSummary-Bhubaneshwar-NI","4. Cancellation Approval Workflow Report _ Bhubaneswar Apr - June 25.xlsx","2025-07-24 16:46:46","2025-07-24 16:46:46",0,0,0,0,Completed,NULL,System,8483
"PIPE_0417 - BillSummary-OPCredit/Cash-Bhubaneshwar-NI	","DS471 - BillSummary-Bhubaneshwar-NI","3.2 OP Bill Raised Report _ Bhubaneswar Apr - June 25.xlsx","2025-07-24 16:45:25","2025-07-24 16:45:26",0,0,0,0,Completed,NULL,System,8481
"PIPE_0417 - BillSummary-OPCredit/Cash-Bhubaneshwar-NI	","DS471 - BillSummary-Bhubaneshwar-NI","3.3 OP Bill Raised Report _ Bhubaneswar Apr - June 25.xlsx","2025-07-24 16:45:43","2025-07-24 16:46:07",0,0,0,0,Completed,NULL,System,8482
"PIPE_0416 - BillSummary-IPCash-Bhubaneshwar-NI","DS471 - BillSummary-Bhubaneshwar-NI","3. IP Cash Bill Raised Report _ Bhubaneswar Apr - June 25.xlsx","2025-07-24 16:45:07","2025-07-24 16:45:08",0,0,0,0,Completed,NULL,System,8480
"PIPE_0415 - BillSummary-IPCredit-Bhubaneshwar-NI","DS471 - BillSummary-Bhubaneshwar-NI","3.1 IP Credit Bill Raised Report _ Bhubaneswar Apr - June 25.xlsx","2025-07-24 16:44:45","2025-07-24 16:44:47",0,0,0,0,Completed,NULL,System,8479
"PIPE_0414 - ReceiptReport-Bhubaneshwar-NI","DS470 - ReceiptReport-Bhubaneshwar-NI","2. All Receipt Report with Identifer Tracker _ Bhubaneswar Apr - June 25.xlsx","2025-07-24 16:36:59","0001-01-01 00:00:00",0,0,0,0,Failed,"There isn't a worksheet named 'Sheet1'.",System,8473
"PIPE_0414 - ReceiptReport-Bhubaneshwar-NI","DS470 - ReceiptReport-Bhubaneshwar-NI","2. All Receipt Report with Identifer Tracker _ Bhubaneswar Apr - June 25.xlsx","2025-07-24 16:39:59","0001-01-01 00:00:00",0,0,0,0,Failed,"File Header Name Missmatch !",System,8474
"PIPE_0413 - PDLedger-Bhubaneshwar-NI","DS469 - PDLedger-Bhubaneshwar-NI","1. Apollo Account Analysis Report_output1 (PD IP) BBSR.xlsx","2025-07-24 12:55:17","2025-07-24 12:55:19",0,0,0,0,Completed,NULL,System,8449
"PIPE_0413 - PDLedger-Bhubaneshwar-NI","DS469 - PDLedger-Bhubaneshwar-NI","1.1. Apollo Account Analysis Report_output1 (PD OP) BBSR.xlsx","2025-07-24 12:55:28","2025-07-24 12:55:55",0,0,0,0,Completed,NULL,System,8450
"PIPE_0409 - PDLedger-Rourkela-NI","DS465 - PDLedger-Rourkela-NI","Rourkela PD Ledger IP New Lines.xlsx","2025-07-28 16:21:33","0001-01-01 00:00:00",0,0,0,0,Failed,"File Header Name Missmatch !",System,8657
"PIPE_0409 - PDLedger-Rourkela-NI","DS465 - PDLedger-Rourkela-NI","1. Apollo Account Analysis Report_output1 (PD IP) Rourkela Q1-25.xlsx","2025-07-25 12:49:13","2025-07-25 12:49:13",0,0,0,0,Completed,NULL,System,8528
"PIPE_0409 - PDLedger-Rourkela-NI","DS465 - PDLedger-Rourkela-NI","1.1. Apollo Account Analysis Report_output1 (PD OP) Rourkela Q1-25.xlsx","2025-07-25 12:49:19","2025-07-25 12:49:24",0,0,0,0,Completed,NULL,System,8529
"PIPE_0409 - PDLedger-Rourkela-NI","DS465 - PDLedger-Rourkela-NI","Rourkela PD Ledger IP New Lines.xlsx","2025-07-28 16:22:29","2025-07-28 16:22:30",0,0,0,0,Completed,NULL,System,8658
"PIPE_0407 - CancelledAdmission-Bangalore-NI","DS439 - CancelledAdmission-Bangalore-NI","5. Cancelled Admission _ BG Road - Apr - June 25 Q1-25.xlsx","2025-07-28 12:28:43","2025-07-28 12:28:43",0,0,0,0,Completed,NULL,System,8609
"PIPE_0407 - CancelledAdmission-Bangalore-NI","DS439 - CancelledAdmission-Bangalore-NI","5. Cancelled Admission _ JayaNagar - Apr - June 25 Q1-25.xlsx","2025-07-28 12:53:14","2025-07-28 12:53:15",0,0,0,0,Completed,NULL,System,8628
"PIPE_0407 - CancelledAdmission-Bangalore-NI","DS439 - CancelledAdmission-Bangalore-NI","5. Cancell Admission _ JayaNagar - Apr - June 25.xlsx","2025-07-28 13:11:34","2025-07-28 13:11:34",0,0,0,0,Completed,NULL,System,8632
"PIPE_0407 - CancelledAdmission-Bangalore-NI","DS439 - CancelledAdmission-Bangalore-NI","5. Cancelled Admission _ Sheshadripuram - Apr - June 25 Q1-25.xlsx","2025-07-28 15:32:13","2025-07-28 15:32:13",0,0,0,0,Completed,NULL,System,8655
"PIPE_0406 - CancelledBillSummary-Bangalore-NI","DS438 - CancelledBillSummary-Bangalore-NI","4. Cancellation Approval Workflow Report _ BG Road - Apr - May 25 Q1-25.xlsx","2025-07-28 12:26:54","0001-01-01 00:00:00",0,0,0,0,Failed,"There isn't a worksheet named 'Sheet1'.",System,8607
"PIPE_0406 - CancelledBillSummary-Bangalore-NI","DS438 - CancelledBillSummary-Bangalore-NI","4. Cancellation Approval Workflow Report  _ BG Road - June 25 Q1-25.xlsx","2025-07-28 12:26:48","2025-07-28 12:26:49",0,0,0,0,Completed,NULL,System,8606
"PIPE_0406 - CancelledBillSummary-Bangalore-NI","DS438 - CancelledBillSummary-Bangalore-NI","4. Cancellation Approval Workflow Report _ BG Road - Apr - May 25 Q1-25.xlsx","2025-07-28 12:28:26","2025-07-28 12:28:26",0,0,0,0,Completed,NULL,System,8608
"PIPE_0406 - CancelledBillSummary-Bangalore-NI","DS438 - CancelledBillSummary-Bangalore-NI","4. Cancellation Approval Workflow Report _ JayaNagar - Apr - May 25 Q1-25.xlsx","2025-07-28 12:52:58","2025-07-28 12:52:59",0,0,0,0,Completed,NULL,System,8626
"PIPE_0406 - CancelledBillSummary-Bangalore-NI","DS438 - CancelledBillSummary-Bangalore-NI","4. Cancellation Approval Workflow Report _ JayaNagar - June 25 Q1-25.xlsx","2025-07-28 12:53:05","2025-07-28 12:53:06",0,0,0,0,Completed,NULL,System,8627
"PIPE_0406 - CancelledBillSummary-Bangalore-NI","DS438 - CancelledBillSummary-Bangalore-NI","4. Cancellation Approval Workflow Report _ Sheshadripuram - Apr - May 25  Q1-25.xlsx","2025-07-28 15:30:09","2025-07-28 15:30:09",0,0,0,0,Completed,NULL,System,8650
"PIPE_0406 - CancelledBillSummary-Bangalore-NI","DS438 - CancelledBillSummary-Bangalore-NI","4. Cancellation Approval Workflow Report _ Sheshadripuram - June 25  Q1-25.xlsx","2025-07-28 15:30:17","2025-07-28 15:30:17",0,0,0,0,Completed,NULL,System,8651
"PIPE_0405 - ClosingBalanceModification-Bangalore-NI","DS441 - ClosingBalance-Bangalore--NI","Sheshadripuram_Q1_ CB Addition _01-08-2025-2.xlsx","2025-08-01 17:34:11","2025-08-01 17:34:11",0,0,0,0,Completed,NULL,System,8925
"PIPE_0405 - ClosingBalanceModification-Bangalore-NI","DS441 - ClosingBalance-Bangalore--NI","Sheshadripuram_Q1_ CB Addition _01-08-2025.xlsx","2025-08-01 18:05:33","2025-08-01 18:05:33",0,0,0,0,Completed,NULL,System,8928
"PIPE_0405 - ClosingBalanceModification-Bangalore-NI","DS441 - ClosingBalance-Bangalore--NI","JayaNagar_Q1 _CB Modification _04-08-2025.xlsx","2025-08-04 18:00:39","2025-08-04 18:00:40",0,0,0,0,Completed,NULL,System,9007
"PIPE_0405 - ClosingBalanceModification-Bangalore-NI","DS441 - ClosingBalance-Bangalore--NI","JayaNagar_Q1 _CB Modification _05-08-2025.xlsx","2025-08-05 12:18:21","2025-08-05 12:18:21",0,0,0,0,Completed,NULL,System,9013
"PIPE_0404 - UHIDDeposit-CB-Bangalore-NI","DS441 - ClosingBalance-Bangalore--NI","8. UHID CB Final _ BG Road Q1-25.xlsx","2025-07-28 12:29:15","2025-07-28 12:29:16",0,0,0,0,Completed,NULL,System,8612
"PIPE_0404 - UHIDDeposit-CB-Bangalore-NI","DS441 - ClosingBalance-Bangalore--NI","8. UHID CB Final _Jayanagar Q1-25.xlsx","2025-07-28 12:53:37","2025-07-28 12:53:37",0,0,0,0,Completed,NULL,System,8631
"PIPE_0404 - UHIDDeposit-CB-Bangalore-NI","DS441 - ClosingBalance-Bangalore--NI","8. UHID CB Final _Sheshadripuram Q1-25.xlsx","2025-07-28 15:31:28","2025-07-28 15:31:29",0,0,0,0,Completed,NULL,System,8654
"PIPE_0401 - BillSummary-OPCredit/Cash-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3.2 OP Cash Bill Raised Report _ BG Road - Apr - May 25 Q1-25.xlsx","2025-07-28 12:25:30","2025-07-28 12:25:46",0,0,0,0,Completed,NULL,System,8602
"PIPE_0401 - BillSummary-OPCredit/Cash-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3.2 OP Cash Bill Raised Report _ BG Road - June 25 Q1-25.xlsx","2025-07-28 12:25:53","2025-07-28 12:26:02",0,0,0,0,Completed,NULL,System,8603
"PIPE_0401 - BillSummary-OPCredit/Cash-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3.3 OP Credit Bill Raised Report _ BG Road - Apr - May 25 Q1-25.xlsx","2025-07-28 12:26:21","2025-07-28 12:26:24",0,0,0,0,Completed,NULL,System,8604
"PIPE_0401 - BillSummary-OPCredit/Cash-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3.3 OP Credit Bill Raised Report _ BG Road - June 25 Q1-25.xlsx","2025-07-28 12:26:31","2025-07-28 12:26:32",0,0,0,0,Completed,NULL,System,8605
"PIPE_0401 - BillSummary-OPCredit/Cash-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3.2 OP Cash Bill Raised Report _ JayaNagar - Apr - May 25 Q1-25.xlsx","2025-07-28 12:52:19","2025-07-28 12:52:25",0,0,0,0,Completed,NULL,System,8622
"PIPE_0401 - BillSummary-OPCredit/Cash-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3.2 OP Cash Bill Raised Report _ JayaNagar - June 25 Q1-25.xlsx","2025-07-28 12:52:31","2025-07-28 12:52:34",0,0,0,0,Completed,NULL,System,8623
"PIPE_0401 - BillSummary-OPCredit/Cash-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3.3 OP Credit Bill Raised Report _ JayaNagar - Apr - May 25 Q1-25.xlsx","2025-07-28 12:52:41","2025-07-28 12:52:42",0,0,0,0,Completed,NULL,System,8624
"PIPE_0401 - BillSummary-OPCredit/Cash-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3.3 OP Credit Bill Raised Report _ JayaNagar - June 25 Q1-25.xlsx","2025-07-28 12:52:48","2025-07-28 12:52:49",0,0,0,0,Completed,NULL,System,8625
"PIPE_0401 - BillSummary-OPCredit/Cash-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3.2 OP Cash Bill Raised Report _ Sheshadripuram - Apr - May 25  Q1-25.xlsx","2025-07-28 15:29:19","2025-07-28 15:29:24",0,0,0,0,Completed,NULL,System,8646
"PIPE_0401 - BillSummary-OPCredit/Cash-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3.2 OP Cash Bill Raised Report _ Sheshadripuram - June 25  Q1-25.xlsx","2025-07-28 15:29:31","2025-07-28 15:29:34",0,0,0,0,Completed,NULL,System,8647
"PIPE_0401 - BillSummary-OPCredit/Cash-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3.3 OP Credit Bill Raised Report _ Sheshadripuram - Apr - May 25 Q1-25.xlsx","2025-07-28 15:29:41","2025-07-28 15:29:42",0,0,0,0,Completed,NULL,System,8648
"PIPE_0401 - BillSummary-OPCredit/Cash-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3.3 OP Credit Bill Raised Report _ Sheshadripuram - June 25  Q1-25.xlsx","2025-07-28 15:29:48","2025-07-28 15:29:48",0,0,0,0,Completed,NULL,System,8649
"PIPE_0400 - BillSummary-IPCash-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3. IP Cash Bill Raised Report _ BG Road - Apr - May 25 Q1-25.xlsx","2025-07-28 12:25:02","2025-07-28 12:25:03",0,0,0,0,Completed,NULL,System,8600
"PIPE_0400 - BillSummary-IPCash-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3. IP Cash Bill Raised Report _ BG Road - June 25 Q1-25.xlsx","2025-07-28 12:25:20","2025-07-28 12:25:20",0,0,0,0,Completed,NULL,System,8601
"PIPE_0400 - BillSummary-IPCash-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3. IP Cash Bill Raised Report _ JayaNagar - Apr - May 25 Q1-25.xlsx","2025-07-28 12:52:06","2025-07-28 12:52:07",0,0,0,0,Completed,NULL,System,8620
"PIPE_0400 - BillSummary-IPCash-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3. IP Cash Bill Raised Report _ JayaNagar - June 25 Q1-25.xlsx","2025-07-28 12:52:13","2025-07-28 12:52:13",0,0,0,0,Completed,NULL,System,8621
"PIPE_0400 - BillSummary-IPCash-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3. IP Cash Bill Raised Report _ Sheshadripuram - Apr - May 25  Q1-25.xlsx","2025-07-28 15:29:04","2025-07-28 15:29:04",0,0,0,0,Completed,NULL,System,8644
"PIPE_0400 - BillSummary-IPCash-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3. IP Cash Bill Raised Report _ Sheshadripuram - June 25  Q1-25.xlsx","2025-07-28 15:29:11","2025-07-28 15:29:11",0,0,0,0,Completed,NULL,System,8645
"PIPE_0399 - BillSummary-IPCredit-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3.1 IP Credit Bill Raised Report _ BG Road - Apr - May 25 Q1-25.xlsx","2025-07-28 12:24:20","2025-07-28 12:24:21",0,0,0,0,Completed,NULL,System,8598
"PIPE_0399 - BillSummary-IPCredit-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3.1 IP Credit Bill Raised Report _ BG Road - June 25 Q1-25.xlsx","2025-07-28 12:24:47","2025-07-28 12:24:48",0,0,0,0,Completed,NULL,System,8599
"PIPE_0399 - BillSummary-IPCredit-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3.1 IP Credit Bill Raised Report _ JayaNagar - Apr - May 25 Q1-25.xlsx","2025-07-28 12:51:55","2025-07-28 12:51:55",0,0,0,0,Completed,NULL,System,8618
"PIPE_0399 - BillSummary-IPCredit-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3.1 IP Credit Bill Raised Report _ JayaNagar - June 25 Q1-25.xlsx","2025-07-28 12:52:01","2025-07-28 12:52:01",0,0,0,0,Completed,NULL,System,8619
"PIPE_0399 - BillSummary-IPCredit-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3.1 IP Credit Bill Raised Report _ Sheshadripuram - Apr - May 25  Q1-25.xlsx","2025-07-28 15:28:50","2025-07-28 15:28:51",0,0,0,0,Completed,NULL,System,8642
"PIPE_0399 - BillSummary-IPCredit-Bangalore-NI","DS436 - BillSummary-Bangalore-NI","3.1 IP Credit Bill Raised Report _ Sheshadripuram - June 25  Q1-25.xlsx","2025-07-28 15:28:57","2025-07-28 15:28:57",0,0,0,0,Completed,NULL,System,8643
"PIPE_0397 - PDLedger-Sheshadripuram-NI","DS434 - PDLedger-Sheshadripuram-NI","1. Apollo Account Analysis Report_output1 (PD IP) Jayanagar Q1-25.xlsx","2025-07-28 15:08:53","2025-07-28 15:08:59",0,0,0,0,Completed,NULL,System,8633
"PIPE_0397 - PDLedger-Sheshadripuram-NI","DS434 - PDLedger-Sheshadripuram-NI","1.1. Apollo Account Analysis Report_output1 (PD OP) Jayanagar Q1-25.xlsx","2025-07-28 15:09:17","2025-07-28 15:09:33",0,0,0,0,Completed,NULL,System,8634
"PIPE_0397 - PDLedger-Sheshadripuram-NI","DS434 - PDLedger-Sheshadripuram-NI","1. Apollo Account Analysis Report_output1 (PD IP) Sheshadripuram Q1-25.xlsx","2025-07-28 15:24:54","2025-07-28 15:24:57",0,0,0,0,Completed,NULL,System,8637
